id,age,income,children,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
ID12525,0.040816326530612235,0.2103605399487128,0.3333333333333333,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
ID12526,0.5306122448979591,0.4383394971667818,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12527,0.9591836734693877,0.42762986164369154,1.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12528,0.7142857142857142,0.46751740358789995,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12529,0.326530612244898,0.21155126420674275,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12530,0.346938775510204,0.39317456895179614,0.6666666666666666,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12531,0.6122448979591837,0.41135720368388057,0.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
ID12532,0.9387755102040816,0.9180465101713146,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12533,0.5714285714285714,0.20364636934924335,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
ID12534,0.4897959183673469,0.3978996105884294,0.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12535,0.5918367346938775,0.31013875895215576,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12536,0.10204081632653061,0.11567731303779394,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
ID12537,0.346938775510204,0.1972832215079215,0.0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
ID12538,0.9387755102040816,0.4542903842649575,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
ID12539,0.0,0.12222285505736896,0.3333333333333333,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12540,0.020408163265306145,0.1790025068875311,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12541,0.44897959183673464,0.41985746067039487,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
ID12542,0.5918367346938775,0.682565301847739,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12543,0.5102040816326531,0.5380075913833549,0.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12544,0.40816326530612246,0.4867617100934013,0.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
ID12545,0.06122448979591838,0.18554116610792676,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12546,0.44897959183673464,0.4620180470435882,0.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12547,0.693877551020408,0.6660018456225999,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12548,0.346938775510204,0.4436874321291474,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
ID12549,0.7142857142857142,0.7563747195474421,1.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12550,0.40816326530612246,0.49981493873706484,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12551,0.4897959183673469,0.4116669296469519,1.0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
ID12552,0.5102040816326531,0.5768781997488122,0.0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
ID12553,0.8367346938775511,0.37908547903163825,0.0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
ID12554,0.8367346938775511,0.7961693437027292,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12555,0.12244897959183676,0.19509277066908892,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12556,0.18367346938775508,0.11790561927211299,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12557,0.2857142857142857,0.1420160647974246,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12558,0.9591836734693877,0.9728903747322805,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12559,0.0,0.1494598121099066,0.3333333333333333,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
ID12560,0.9795918367346939,0.7218282297664201,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
ID12561,0.4693877551020408,0.3176650998547901,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12562,0.9387755102040816,0.3362228471421499,0.0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12563,0.10204081632653061,0.22430681178589879,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12564,0.22448979591836737,0.17591385075579158,0.6666666666666666,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12565,0.20408163265306123,0.26741034164666494,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12566,0.7959183673469388,0.402772632407419,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12567,0.40816326530612246,0.2901493894354883,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12568,0.326530612244898,0.13414558393582202,1.0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12569,0.5102040816326531,0.17370791361880544,0.0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12570,0.9183673469387754,0.5575151649574668,1.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
ID12571,0.8979591836734693,0.6281825848317903,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12572,0.6734693877551019,0.35031021636251286,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12573,0.8775510204081631,0.2774729940468949,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12574,0.4693877551020408,0.39134546506988016,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
ID12575,0.26530612244897955,0.3039425189909334,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
ID12576,0.30612244897959184,0.12327592333181164,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12577,0.5102040816326531,0.36293843215685073,0.3333333333333333,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
ID12578,0.44897959183673464,0.38549508576742086,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12579,0.5918367346938775,0.3152836513387302,0.6666666666666666,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12580,0.5714285714285714,0.6604267782873152,0.3333333333333333,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12581,0.2448979591836734,0.11222386854954816,0.6666666666666666,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
ID12582,0.5918367346938775,0.6821609373959513,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12583,0.5306122448979591,0.4774647691018755,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12584,0.10204081632653061,0.19598065176322688,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12585,0.20408163265306123,0.2782455882547785,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12586,0.9387755102040816,0.7726473775072532,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12587,0.346938775510204,0.28580118105392516,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
ID12588,0.020408163265306145,0.1998023260075687,0.3333333333333333,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12589,0.18367346938775508,0.15486797156509174,1.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12590,0.18367346938775508,0.26490328204558167,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
ID12591,0.8163265306122449,0.4586884929405709,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12592,0.5714285714285714,0.20880674803397142,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12593,0.8775510204081631,0.3913230959725472,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
ID12594,0.8367346938775511,0.6183453441046846,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12595,0.5918367346938775,0.6664096514739771,1.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12596,0.5306122448979591,0.5754999192131446,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
ID12597,0.653061224489796,0.618741105057498,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
ID12598,0.9387755102040816,0.7153583985378181,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12599,0.6734693877551019,0.6673801261582675,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
ID12600,0.5714285714285714,0.2391426854170176,0.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
ID12601,0.4285714285714285,0.39148656245305713,1.0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12602,0.8163265306122449,0.48167704219964624,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
ID12603,0.2857142857142857,0.36669988190837305,0.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
ID12604,0.08163265306122447,0.1771286648109493,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12605,0.9183673469387754,0.942795335320512,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12606,0.346938775510204,0.4068438081220127,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12607,0.8367346938775511,0.3124926762714982,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
ID12608,0.08163265306122447,0.113242522828094,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12609,0.857142857142857,0.7811235446966397,0.6666666666666666,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12610,0.10204081632653061,0.10670214290790347,0.6666666666666666,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12611,0.22448979591836737,0.14305192607391884,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12612,0.5306122448979591,0.1905604474094778,1.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12613,0.9183673469387754,0.6698476096640694,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12614,0.1428571428571429,0.16331316615817118,1.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0
ID12615,0.3877551020408163,0.49680371409609314,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
ID12616,0.6122448979591837,0.20043210213248042,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12617,0.346938775510204,0.26237901544654996,0.0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
ID12618,0.6734693877551019,0.4921406176520742,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
ID12619,0.18367346938775508,0.29239662336755057,1.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
ID12620,0.7755102040816326,0.4123982270597593,1.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12621,0.40816326530612246,0.12302470116176487,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
ID12622,0.36734693877551017,0.21050163733188976,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12623,0.18367346938775508,0.13196717799555335,1.0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12624,0.326530612244898,0.19403970239464624,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
ID12625,0.5306122448979591,0.23561697153738848,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12626,0.5102040816326531,0.24627842746622308,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12627,0.2857142857142857,0.16342501164483583,0.6666666666666666,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
ID12628,0.06122448979591838,0.09735358092253255,0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
ID12629,0.2448979591836734,0.35818585932349994,0.6666666666666666,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12630,0.7551020408163265,0.6622163060739498,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12631,0.9387755102040816,0.9319463231140398,0.3333333333333333,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12632,0.36734693877551017,0.3893718224051976,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
ID12633,0.8367346938775511,0.4310919096309116,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12634,0.857142857142857,0.4250161186553282,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12635,0.18367346938775508,0.15376500299659868,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
ID12636,0.22448979591836737,0.0870397063522558,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12637,0.7142857142857142,0.5650156953631785,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12638,0.8775510204081631,0.8975546963145535,0.6666666666666666,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12639,0.5102040816326531,0.5810767072482241,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12640,0.020408163265306145,0.08909078050770622,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
ID12641,0.6122448979591837,0.28920128384853094,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12642,0.4285714285714285,0.5570729451101927,0.6666666666666666,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12643,0.2857142857142857,0.1654227441066462,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12644,0.9183673469387754,0.752914392260017,0.3333333333333333,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12645,0.5714285714285714,0.27672276893634423,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12646,0.44897959183673464,0.5375929027327981,0.0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12647,0.18367346938775508,0.17667440006511126,0.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1
ID12648,0.08163265306122447,0.07403775456247852,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12649,0.4897959183673469,0.2705282496749168,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12650,0.8163265306122449,0.8198840282752272,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
ID12651,0.10204081632653061,0.05172389169296038,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12652,0.8163265306122449,0.46856703046275294,1.0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12653,0.5510204081632653,0.6210520048819693,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12654,0.6326530612244897,0.5909586861699958,0.0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
ID12655,1.0,0.5348225760631042,1.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12656,0.040816326530612235,0.046626146480764546,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12657,0.5102040816326531,0.23318218132768848,0.3333333333333333,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12658,0.4693877551020408,0.3461822575546894,0.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12659,0.40816326530612246,0.4521377888216114,0.0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12660,1.0,0.341458936617851,0.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12661,0.44897959183673464,0.1958946167734848,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12662,0.1428571428571429,0.31443534633987363,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12663,0.7959183673469388,0.789515397596079,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12664,0.2857142857142857,0.29995737826608176,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12665,0.5306122448979591,0.311066216141575,0.0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12666,0.2448979591836734,0.3416172409989763,0.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
ID12667,0.5102040816326531,0.2963129361006086,0.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
ID12668,0.020408163265306145,0.2126249808787235,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12669,0.3877551020408163,0.4226002561433714,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12670,0.6326530612244897,0.2224863114029571,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
ID12671,0.6326530612244897,0.4930026882492894,1.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0
ID12672,0.44897959183673464,0.5360322280188774,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12673,0.30612244897959184,0.3905763122615863,0.6666666666666666,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12674,0.4285714285714285,0.29916929776004464,0.6666666666666666,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12675,0.5102040816326531,0.4036020097085324,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12676,0.3877551020408163,0.4383274522682178,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12677,0.12244897959183676,0.24341174160801804,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12678,0.8979591836734693,0.6939288032928688,0.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12679,0.0,0.02202495737396433,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12680,0.5918367346938775,0.3460927811653577,0.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
ID12681,0.9183673469387754,0.8064075074820328,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12682,0.040816326530612235,0.1313012671749499,0.6666666666666666,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
ID12683,0.5714285714285714,0.2920060245141217,1.0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
ID12684,0.5918367346938775,0.4143254108299812,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
ID12685,0.30612244897959184,0.31857362934646616,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
ID12686,0.040816326530612235,0.07747794966230406,1.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
ID12687,0.040816326530612235,0.22972529543985304,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12688,0.5102040816326531,0.45184871125607806,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
ID12689,0.8163265306122449,0.7684540321072256,0.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12690,0.22448979591836737,0.13093131671905908,0.3333333333333333,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12691,0.1428571428571429,0.3235671001510946,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12692,0.44897959183673464,0.45529183154555486,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12693,0.6122448979591837,0.26247193323547136,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12694,0.9591836734693877,0.798452712330483,0.6666666666666666,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12695,0.8367346938775511,0.44665219787565835,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12696,0.8775510204081631,0.7228795773410679,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12697,0.2448979591836734,0.08015088472361001,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12698,0.26530612244897955,0.18862466014028173,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12699,0.22448979591836737,0.1668664112345178,0.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
ID12700,0.40816326530612246,0.37265866529790725,0.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
